,Binding,Brand,ListPrice,ProductGroup,ProductTypeName,Title,location,govSchemeSize,companiesMoving,supplyDelhi,supplyMumbai,supplyKolkata,supplyChennai,demandDelhi,demandMumbai,demandChennai,demandKolkata,label
33,Electronics,Yamaha,0.004582917048576001,Receiver or Amplifier,RECEIVER_OR_AMPLIFIER,Yamaha RX-V577 7.2-channel Wi-Fi Network AV Receiver with AirPlay,3,0.0,0.106264050774069,0.149119772253177,0.062267458110800006,0.07071853220735601,0.14876345466734803,0.196553757803373,0.3613040283553401,0.17799047486550498,0.42721680991474703,PL3
34,Electronics,Yamaha,0.001499583458299,Receiver or Amplifier,RECEIVER_OR_AMPLIFIER,Yamaha Natural Sound  Stereo Receiver (R-S201BL),1,0.0,0.0019527680615439998,0.070179580059263,0.056263142014371,0.39129913107977005,0.044705316209835,0.196553757803373,0.3613040283553401,0.17799047486550498,0.42721680991474703,PL4
35,Electronics,Denon,0.002333250194438,Receiver or Amplifier,RECEIVER_OR_AMPLIFIER,Denon AVR-E200 5.1 Channel 3D Pass Through Home Theater AV Receiver (Discontinued by Manufacturer),3,0.0,0.169500473563747,0.09753503188631801,0.146662460236673,0.173940534689738,0.058715483135814005,0.196553757803373,0.3613040283553401,0.17799047486550498,0.42721680991474703,PL3
36,Electronics,Sony,0.002333250194438,Receiver or Amplifier,RECEIVER_OR_AMPLIFIER,Sony STRDH550 5.2 Channel 4K AV Receiver,1,0.0,0.14914335264961098,0.029891549572946,0.054827455190156,0.10303344172844,0.11799849879251599,0.196553757803373,0.3613040283553401,0.17799047486550498,0.42721680991474703,PL3
37,Electronics,Sony,0.002499916874993,Receiver or Amplifier,RECEIVER_OR_AMPLIFIER,Sony STR-DH740 7.2 Channel 4K AV Receiver (Black),4,0.0,0.051405109499844004,0.009833862655292,0.17827462195210003,0.268055562812635,0.16707016898883098,0.196553757803373,0.3613040283553401,0.17799047486550498,0.42721680991474703,PL2
38,Electronics,Yamaha,0.0037495836457990006,Receiver or Amplifier,RECEIVER_OR_AMPLIFIER,Yamaha RX-V477 5.1-Channel Network AV Receiver with Airplay,2,0.0,0.097836052870253,0.155470407337206,0.037273536762833,0.128889587243122,0.046200341317203,0.196553757803373,0.3613040283553401,0.17799047486550498,0.42721680991474703,PL4
39,Electronics,Yamaha,0.0024995835416319998,Receiver or Amplifier,RECEIVER_OR_AMPLIFIER,Yamaha HTR-3066-R 5.1-Channel Factory Refurbished 3D A/V Home Theater Receiver,3,0.0,0.055684603624432005,0.082474591222327,0.023557139412533998,0.24983836701637802,0.17299729136030403,0.196553757803373,0.3613040283553401,0.17799047486550498,0.42721680991474703,PL3
40,Electronics,Pyle,0.002983250248604,Receiver or Amplifier,RECEIVER_OR_AMPLIFIER,Pyle P2002ABTI 2000 Watts Hybrid Receiver and Pre-Amplifier with AM-FM Tuner/iPod Docking Station and Bluetooth,4,0.0,0.12003322032612801,0.019880483554819,0.030992410722776,0.05118589492375599,0.037280504322962,0.196553757803373,0.3613040283553401,0.17799047486550498,0.42721680991474703,PL3
41,Electronics,Pyle,0.002983250248604,Receiver or Amplifier,RECEIVER_OR_AMPLIFIER,Pyle-Home PT590AU 5.1 Channel 350 Watts Home Theater Built-In AM/FM Radio/USB/SD Card HDMI Amplifier Receiver,4,0.0,0.041475175139753,0.086622077781394,0.23360356377277103,0.290189025612558,0.153461473473258,0.196553757803373,0.3613040283553401,0.17799047486550498,0.42721680991474703,PL3
42,Electronics,Denon,0.0024916668743060004,Receiver or Amplifier,RECEIVER_OR_AMPLIFIER,Denon AVR-S500BT 5.2 Channel AV Receiver With 4K Capability and Bluetooth,1,0.0,0.086901106370758,0.07947740556050299,0.35012293254078997,0.10075031738280499,0.124266350674394,0.196553757803373,0.3613040283553401,0.17799047486550498,0.42721680991474703,PL3
43,Electronics,Marantz,0.0033250002770829996,Receiver or Amplifier,RECEIVER_OR_AMPLIFIER,Marantz NR1403 Slim Line 5.1-Channel Home Theater AV Receiver,2,0.22884000000000002,0.062952820576699,0.165343046634888,0.22980049052520604,0.020743950561275003,0.100037810004703,0.196553757803373,0.3613040283553401,0.17799047486550498,0.42721680991474703,gov
44,Electronics,Denon,0.00374991697916,Receiver or Amplifier,RECEIVER_OR_AMPLIFIER,Denon AVR-E300 5.1 Channel 3D Pass Through and Networking Home Theater AV Receiver with AirPlay (Discontinued by Manufacturer),4,0.0,0.049642454929462995,0.08219963890193,0.358586124506759,0.17130767891054097,0.006669854009638001,0.196553757803373,0.3613040283553401,0.17799047486550498,0.42721680991474703,PL3
45,Electronics,Onkyo,0.0016583334715279997,Receiver or Amplifier,RECEIVER_OR_AMPLIFIER,Onkyo TX-8020 Stereo Receiver,2,0.0,0.024503753204182004,0.1794982107365,0.04784343712159901,0.21266855756813396,0.11403876524553802,0.196553757803373,0.3613040283553401,0.17799047486550498,0.42721680991474703,PL4
46,Electronics,Sony,0.001249916770826,Receiver or Amplifier,RECEIVER_OR_AMPLIFIER,Sony STRDH130 2 Channel Stereo Receiver (Black),3,0.0,0.269471521620536,0.137256559346078,0.323718973972112,0.150654952863166,0.035580330440096,0.196553757803373,0.3613040283553401,0.17799047486550498,0.42721680991474703,PL3
47,Electronics,Yamaha,0.006666250555520999,Receiver or Amplifier,RECEIVER_OR_AMPLIFIER,Yamaha TSR-6750WABL-R Factory Refurbished 7.2-Channel Network Receiver with Wi-Fi Adaptor (Black),4,0.0,0.060046866964875004,0.147879138055547,0.22097227160710398,0.234696950717599,0.17770719603179197,0.196553757803373,0.3613040283553401,0.17799047486550498,0.42721680991474703,PL3
48,Electronics,Pyle,0.002724916893743,Receiver or Amplifier,RECEIVER_OR_AMPLIFIER,Pyle Home PT570AU 5.1-Channel 350 Watts AM/FM Radio with USB/SD Card and Amplifier Receiver,2,0.0,0.000979417059548,0.006405165308936,0.05823428319597099,0.18734749587256197,0.093246760252399,0.196553757803373,0.3613040283553401,0.17799047486550498,0.42721680991474703,PL2
49,Electronics,Harman Kardon,0.004999917083326,Receiver or Amplifier,RECEIVER_OR_AMPLIFIER,Harman Kardon AVR 1700 5.1-Channel Network-Connected Audio/Video Receiver with AirPlay,1,0.0,0.10646718800218,0.077251438137034,0.20570414996881,0.242223918100722,0.087793417592605,0.196553757803373,0.3613040283553401,0.17799047486550498,0.42721680991474703,PL3
50,Electronics,Sony,0.002916583576382,Receiver or Amplifier,RECEIVER_OR_AMPLIFIER,Sony STRDH750 Audio and Video Component Receivers,1,0.20994000000000002,0.020630793627701,0.08232494334261901,0.14691534498774,0.09362338695952802,0.12405561736223901,0.196553757803373,0.3613040283553401,0.17799047486550498,0.42721680991474703,gov
51,Electronics,Yamaha,0.0024995835416319998,Receiver or Amplifier,RECEIVER_OR_AMPLIFIER,Yamaha RX-V377 5.1-Channel A/V Home Theater Receiver,1,0.0,0.182416969113512,0.07510378333538201,0.11857810790701,0.254787994349577,0.0109794896815,0.196553757803373,0.3613040283553401,0.17799047486550498,0.42721680991474703,PL1
52,Electronics,Onkyo,0.0033250002770829996,Receiver or Amplifier,RECEIVER_OR_AMPLIFIER,Onkyo TX-8050 Network Stereo Receiver (Black),4,0.0,0.048817351238329,0.024108981027939,0.158706197804725,0.024525827137917004,0.05299006397445599,0.196553757803373,0.3613040283553401,0.17799047486550498,0.42721680991474703,PL3
53,Electronics,Yamaha,0.005416250451354,Receiver or Amplifier,RECEIVER_OR_AMPLIFIER,Yamaha RX-S600 Home Theater Receiver,1,0.0,0.014130557473392999,0.189914876245919,0.12547740217859,0.302858094554226,0.000490051922479,0.196553757803373,0.3613040283553401,0.17799047486550498,0.42721680991474703,PL1
54,Electronics,Denon,0.0016583334715279997,Receiver or Amplifier,RECEIVER_OR_AMPLIFIER,Denon AVR1513R 5.1 Channel Factory Refurbished 3D Pass Through Home Theater AV Receiver,1,0.0,0.050283322281804,0.009241959776790001,0.25672984681204897,0.09190188970829599,0.174441746302126,0.196553757803373,0.3613040283553401,0.17799047486550498,0.42721680991474703,PL3
55,Electronics,Pyle,0.001983250165271,Receiver or Amplifier,RECEIVER_OR_AMPLIFIER,Pyle PT380AU 200 Watt Digital Stereo Receiver,1,0.0,0.122368363208535,0.063696487744007,0.18575394152623803,0.400153671771645,0.15750249890849302,0.196553757803373,0.3613040283553401,0.17799047486550498,0.42721680991474703,PL4
56,Electronics,Onkyo,0.0024916668743060004,Receiver or Amplifier,RECEIVER_OR_AMPLIFIER,Onkyo TX-SR333 5.1-Channel Home Theater Receiver with Bluetooth,2,0.0,0.11219455380039699,0.055441745587443005,0.294823538659335,0.107685074358202,0.143249132738145,0.196553757803373,0.3613040283553401,0.17799047486550498,0.42721680991474703,PL3
57,Electronics,Pyle,0.003783250315271,Receiver or Amplifier,RECEIVER_OR_AMPLIFIER,Pyle Home PT980AUH 7.1-Channel 350 Watts AM/FM Radio with USB/SD Card and HDMI Amplifier Receiver,1,0.0,0.031773593853093,0.144796082769905,0.354882064409935,0.166204668394551,0.17482584041509,0.196553757803373,0.3613040283553401,0.17799047486550498,0.42721680991474703,PL3
58,Electronics,Pioneer,0.002333250194438,Receiver or Amplifier,RECEIVER_OR_AMPLIFIER,Pioneer VSX-523 5.1-Channel A/V Receiver (Black),4,0.0,0.15769437898684102,0.043290998992763,0.349787342938134,0.069990419749226,0.057745169136049004,0.196553757803373,0.3613040283553401,0.17799047486550498,0.42721680991474703,PL3
59,Electronics,Harman Kardon,0.0030079169173259997,Receiver or Amplifier,RECEIVER_OR_AMPLIFIER,Harman Kardon AVR 1510 5.1-Channel 75-Watt Networked Audio/Video Receiver,2,0.0,0.000835382178418,0.013912556353165002,0.34218158346648303,0.19972014786476397,0.12140872935979198,0.196553757803373,0.3613040283553401,0.17799047486550498,0.42721680991474703,PL2
60,Electronics,TIC CORPORATION,0.0008329167360760001,Receiver or Amplifier,AUDIO_OR_VIDEO,TIC CORPORATION AMP10 Exterior Receiver Amplifier (Black Finish),3,0.0,0.20644996525479198,0.07679970182318599,0.358566695509161,0.22241631174507503,0.062907896701058,0.196553757803373,0.3613040283553401,0.17799047486550498,0.42721680991474703,PL3
61,Electronics,Harman Kardon,0.00333291694441,Receiver or Amplifier,RECEIVER_OR_AMPLIFIER,Harman Kardon AVR 700 5.1-Channel Audio/Video Receiver,3,0.0,0.027820550100834,0.179097105254174,0.14513426237587398,0.34884107586565993,0.010092231323972,0.196553757803373,0.3613040283553401,0.17799047486550498,0.42721680991474703,PL1
62,Electronics,Pyle,0.002166583513882,Receiver or Amplifier,RECEIVER_OR_AMPLIFIER,Pyle PT390AU 300 Watt Digital Stereo Receiver,2,0.0,0.088825313163398,0.0067898270163530006,0.151547554117347,0.0009519738385619998,0.012756203373407,0.196553757803373,0.3613040283553401,0.17799047486550498,0.42721680991474703,PL3
63,Electronics,Pyle,0.0037999169833259996,Receiver or Amplifier,AUDIO_OR_VIDEO,"Pyle PT588AB 5.1 Channel Home Receiver with AM/FM, HDMI and Bluetooth",2,0.0,0.007018701752765999,0.10079174834718801,0.16178411898424,0.397309633314952,0.081103208858294,0.196553757803373,0.3613040283553401,0.17799047486550498,0.42721680991474703,PL4
64,Electronics,Yamaha,0.01833291819441,Receiver or Amplifier,RECEIVER_OR_AMPLIFIER,Yamaha RX-A3030 9.2-Channel Network Aventage Audio Video Receiver,2,0.0,0.010647800007303001,0.028473577616372998,0.35223940796691405,0.20257675671360198,0.126451751609406,0.196553757803373,0.3613040283553401,0.17799047486550498,0.42721680991474703,PL2
65,Electronics,Marantz,0.029991669165972998,Receiver or Amplifier,RECEIVER_OR_AMPLIFIER,Marantz AV8801 11.2 channel Home Theater Preamplifier/Processor,2,0.0,0.06893001580030499,0.10995306175668801,0.170166202339461,0.314372398940813,0.117626235508017,0.196553757803373,0.3613040283553401,0.17799047486550498,0.42721680991474703,PL4
66,Electronics,Pioneer,0.005241667103472,Receiver or Amplifier,RECEIVER_OR_AMPLIFIER,Pioneer VSX-1123 7.2-Channel Network A/V Receiver (Black),3,0.0,0.017377778778179,0.16523661504947598,0.04262931492872599,0.077195284577247,0.14808569194983404,0.196553757803373,0.3613040283553401,0.17799047486550498,0.42721680991474703,PL3
67,Electronics,Yamaha,0.0024995835416319998,Receiver or Amplifier,RECEIVER_OR_AMPLIFIER,Yamaha RX-V377-R 5.1-Channel Factory Refurbished Network AV Receiver,4,0.0,0.449591948514128,0.017582974228455003,0.138982147138446,0.344009913676394,0.107799521234551,0.196553757803373,0.3613040283553401,0.17799047486550498,0.42721680991474703,comp
68,Electronics,Denon,0.005408333784027999,Receiver or Amplifier,RECEIVER_OR_AMPLIFIER,Denon AVR-S900W 7.2-Channel Network A/V Receiver with Bluetooth and Wi-Fi,2,0.0,0.04462903070342599,0.111553818385356,0.244766697258673,0.05297694495597,0.166753482843734,0.196553757803373,0.3613040283553401,0.17799047486550498,0.42721680991474703,PL3
69,Electronics,Pioneer,0.003575000297917,Receiver or Amplifier,RECEIVER_OR_AMPLIFIER,Pioneer VSX-8231 5.1-Channel Network AV Receiver,1,0.0,0.035241936293184,0.15213943102659197,0.351719370855392,0.358317195542614,0.17545261434582302,0.196553757803373,0.3613040283553401,0.17799047486550498,0.42721680991474703,PL3
70,Electronics,Onkyo,0.004158333679860999,Receiver or Amplifier,RECEIVER_OR_AMPLIFIER,Onkyo TX-NR525 5.2-Channel Network Audio/Video Receiver (Black),3,0.0,0.083773736788922,0.181977125450633,0.164756465459604,0.338083825726727,0.071612766011193,0.196553757803373,0.3613040283553401,0.17799047486550498,0.42721680991474703,PL4
71,Electronics,Nad,0.009991667499305999,Receiver or Amplifier,RECEIVER_OR_AMPLIFIER,NAD Electronics T758 7.1 Channel A/V Surround Sound Receiver (Black),3,0.0,0.13080742702196801,0.15290893184735,0.04787570069316001,0.32755970899453396,0.05105648564671599,0.196553757803373,0.3613040283553401,0.17799047486550498,0.42721680991474703,PL4
72,Electronics,Denon,0.005416583784715,Receiver or Amplifier,RECEIVER_OR_AMPLIFIER,Denon AVR-E400 7.1 Integrated Network AV Surround Receiver with Airplay (Discontinued by Manufacturer),3,0.0,0.347392234129908,0.016602614368149998,0.094559218297489,0.163598152487505,0.038843948776233,0.196553757803373,0.3613040283553401,0.17799047486550498,0.42721680991474703,comp
73,Electronics,Marantz,0.010825000902083,Receiver or Amplifier,RECEIVER_OR_AMPLIFIER,Marantz SR6009 7.2 Network Home Theater A/V Receiver Features Built-In Wi-Fi and Bluetooth,3,0.0,0.243207941020193,0.03478796340127299,0.312339827484731,0.284411588768313,0.00461965720753,0.196553757803373,0.3613040283553401,0.17799047486550498,0.42721680991474703,PL1
74,Electronics,Nad,0.005825000485417,Receiver or Amplifier,RECEIVER_OR_AMPLIFIER,NAD Electronics T748V2 7.1 Channel 3D A/V Surround Sound Receiver with Zone 2 Capability (Black),4,0.0,0.27721707253356,0.056205487435042,0.07965485530943901,0.228801398624458,0.14429282096464902,0.196553757803373,0.3613040283553401,0.17799047486550498,0.42721680991474703,PL4
75,Electronics,SainSonic,0.0008332500694380001,Receiver or Amplifier,RECEIVER_OR_AMPLIFIER,SainSonic SS-220 Audio AV Sender IR Remote Wireless 1 Transmitter + 2 Receivers,2,0.0,0.087145381297371,0.15658382076230098,0.150291174852301,0.22256050154107002,0.060269693633751,0.196553757803373,0.3613040283553401,0.17799047486550498,0.42721680991474703,PL4
76,Electronics,Pyle,0.0014082501173539998,Receiver or Amplifier,AUDIO_OR_VIDEO,Pyle Home PTAU23 Mini 2x40 Watt Stereo Power Amplifier with USB/AUX Inputs,3,0.0,0.055494957660039,0.123852356480981,0.271235937680366,0.36185073773194204,0.163074809817841,0.196553757803373,0.3613040283553401,0.17799047486550498,0.42721680991474703,PL2
77,Electronics,Pioneer,0.002333250194438,Receiver or Amplifier,RECEIVER_OR_AMPLIFIER,Pioneer VSX-524-K Audio and Video Component Receivers,2,0.0,0.074063019993604,0.187883688616749,0.10501388025917,0.256577829156669,0.14808358519106002,0.196553757803373,0.3613040283553401,0.17799047486550498,0.42721680991474703,PL4
78,Electronics,Yamaha,0.00708291725691,Receiver or Amplifier,RECEIVER_OR_AMPLIFIER,Yamaha RX-V777BT 7.2-channel Wi-Fi Network AV Receiver with AirPlay & Bluetooth,4,0.0,0.328488019035928,0.16670284359545498,0.307030100699993,0.174464862008118,0.047687743556985,0.196553757803373,0.3613040283553401,0.17799047486550498,0.42721680991474703,comp
79,Electronics,Sony,0.004999917083326,Receiver or Amplifier,RECEIVER_OR_AMPLIFIER,Sony STR-DN1050 7.2 Channel Hi-Res 4K AV Receiver (Built-in Wi-fi & Bluetooth),4,0.0,0.054257986132531,0.09082497783489199,0.04537595650047401,0.39992236161250605,0.13367636964953697,0.196553757803373,0.3613040283553401,0.17799047486550498,0.42721680991474703,PL4
80,Electronics,Yamaha,0.00708291725691,Receiver or Amplifier,RECEIVER_OR_AMPLIFIER,Yamaha RX-V775WA 7.2 Channel Network AV Receiver with AirPlay and WiFi Adapter,3,0.0,0.09910820061645201,0.0161612458995,0.047814345197196996,0.009543151794792,0.026079618154136,0.196553757803373,0.3613040283553401,0.17799047486550498,0.42721680991474703,PL3
81,Electronics,Denon,0.0015740001311669999,Receiver or Amplifier,RECEIVER_OR_AMPLIFIER,Denon AVRS500BT-R Recertified 5.2 Channel A/V Refurbished Receiver with 4K Capability and Bluetooth (Black),2,0.0,0.040693820501779,0.070628917395043,0.07638700334054599,0.17280045713007902,0.12533052993127802,0.196553757803373,0.3613040283553401,0.17799047486550498,0.42721680991474703,PL4
82,Electronics,Yamaha,0.007499583958298999,Receiver or Amplifier,RECEIVER_OR_AMPLIFIER,Yamaha RX-A830 7.2-Channel Network AVENTAGE Home Theater Receiver,4,0.0,0.010532238618025,0.14157444210631798,0.08670846443658099,0.38035601792871704,0.12004141478850099,0.196553757803373,0.3613040283553401,0.17799047486550498,0.42721680991474703,PL4
83,Electronics,DBPOWER,0.0008332500694380001,Receiver or Amplifier,RECEIVER_OR_AMPLIFIER,5.8Ghz STB Wireless Sharing Device AV Transmitter / Sender & IR Remote Extender With 200M Transmitting Distance,4,0.0,0.0081141639981,0.09628041541319302,0.31967873568710603,0.072475497671663,0.161904633373291,0.196553757803373,0.3613040283553401,0.17799047486550498,0.42721680991474703,PL3
